"id","netPrice","stock","certificate","shape","weight","color","clarity","cut","polish","symmetry","fluroscence","lab","location","imageLink","videoLink","created_at","updated_at"
203,16632,"BC2-13",6242794509,"RD",3.3,"H","I1","EX","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=SUPSPJKCTT","",NULL,NULL
204,37518,"BB-1A",7246478292,"RD",3.38,"I","VVS2","EX","EX","EX","FAINT","GIA","HK","http://segoma.com/v.php?type=view&id=XME0DZBHRR","",NULL,NULL
205,13275,"BC2-9",6245794554,"RD",3,"I","I1","EX","EX","EX","FAINT","GIA","HK","http://segoma.com/v.php?type=view&id=VV48YV3477","",NULL,NULL
206,16668,"BE1-9",1245948659,"RD",3.19,"L","VVS2","EX","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=GEMT8R9VLL","",NULL,NULL
207,12717,"BC2-7",7246748336,"RD",3.01,"L","SI2","EX","EX","EX","FAINT","GIA","HK","http://segoma.com/v.php?type=view&id=73IIXWHWCC","",NULL,NULL
208,70422,"BC2-1A",1243835348,"RD",4.52,"D","SI2","EX","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=X25CBGC099","",NULL,NULL
209,105691,"BB-2",2246706094,"RD",5.57,"G","SI1","EX","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=2C4WI6NTGG","",NULL,NULL
210,1565,"BF2-12B",2254517429,"PS",0.51,"E","VS1","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=G3XOYMQE66","",NULL,NULL
211,2889,"BE2-6A",2257182123,"PS",1.01,"F","SI2","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=9484PDS66","",NULL,NULL
212,3515,"BE2-13",3255432997,"PS",1.01,"G","SI1","NA","VG","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=W5L659Q7EE","",NULL,NULL
213,2448,"AO3-12",2236113576,"PS",1.02,"G","SI2","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=BDQVBI5U33","",NULL,NULL
214,2205,"AO3-25",2238411565,"PS",1.02,"H","SI2","NA","EX","VG","MEDIUM","GIA","HK","http://segoma.com/v.php?type=view&id=59ERSEYH55","",NULL,NULL
215,2130,"AV-18D",6241477921,"PS",1.01,"J","SI1","NA","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=RBCL2DB22","",NULL,NULL
216,19698,"BG-7",7256433698,"PS",2.01,"E","VS2","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=P2Y8TAT9RR","",NULL,NULL
217,13367,"BG-4",6251496497,"PS",2.01,"H","VS2","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=I6OFDQ2XVV","",NULL,NULL
218,59738,"BD1-2",6242920825,"PS",5.02,"F","SI2","NA","EX","VG","FAINT","GIA","HK","http://segoma.com/v.php?type=view&id=BKZ1DQXPP","",NULL,NULL
219,2140,"BF1-5A",5253308251,"HRT",0.9,"G","SI2","NA","VG","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=OSZEK8BPPP","",NULL,NULL
220,8522,"BF1-11",5253390875,"HRT",2.01,"K","SI1","NA","EX","EX","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=DHDRRU36NN","",NULL,NULL
221,5628,"BE2-12",7258065700,"OV",2.01,"FNCY","SI1","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=V1V02LXNBB","",NULL,NULL
222,3234,"BE1-5A",1259101665,"PR",1,"G","VS1","NA","EX","FR","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=UHG7PR8Z11","",NULL,NULL
223,9300,"BD2-2A",6242807807,"PR",1.5,"D","VS2","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=1WI5SML533","",NULL,NULL
224,2450,"BC2-10E",2254065543,"CUMBR",0.7,"NA","VS2","NA","VG","GD","STRONG YELLOW","GIA","HK","http://segoma.com/v.php?type=view&id=554HD1N5NN","",NULL,NULL
225,4280,"AL-16",6225603565,"CUMBR",1.07,"D","VS1","NA","EX","VG","NONE","GIA","HK","http://segoma.com/v.php?type=view&id=WQBILD3NUU","",NULL,NULL
226,435,"AK2-29A",5253065530,"CUMBR",0.58,"W-X","SI1","NA","VG","GD","FAINT","GIA","HK","http://segoma.com/v.php?type=view&id=MFM4WEC6OO",NULL,NULL,NULL
